,season,SPECID1,SPECID2,L1_norm,valid,Household
1516,2014-2015,HS1465,HS1484,82,FALSE,FALSE
1517,2014-2015,HS1463,HS1484,82,FALSE,FALSE
1518,2014-2015,MH8041,HS1484,82.04428763,FALSE,FALSE
1519,2014-2015,HS1460,HS1484,56,FALSE,FALSE
1520,2014-2015,HS1427,HS1484,56.2233725,FALSE,FALSE
1521,2014-2015,HS1375,HS1484,84.78952848,FALSE,FALSE
1522,2014-2015,HS1341,HS1484,84.45935963,FALSE,FALSE
1523,2014-2015,MH8183,HS1484,85.8006535,FALSE,FALSE
1524,2014-2015,MH7800,HS1484,82.86053285,FALSE,FALSE
1525,2014-2015,MH8129,HS1484,97.42569516,FALSE,FALSE
1526,2014-2015,HS1392,HS1484,86,FALSE,FALSE
1527,2014-2015,HS1402,HS1484,30,FALSE,FALSE
1528,2014-2015,HS1401,HS1484,30.06870214,FALSE,FALSE
1529,2014-2015,HS1351,HS1484,30.05244382,FALSE,FALSE
1530,2014-2015,HS1487,HS1484,86.0473872,FALSE,FALSE
1531,2014-2015,MH8088,HS1484,84.99667565,FALSE,FALSE
1532,2014-2015,MH8089,HS1484,83.53828944,FALSE,FALSE
1533,2014-2015,HS1421,HS1484,78.41724633,FALSE,FALSE
1534,2014-2015,HS1473,HS1484,85.01234633,FALSE,FALSE
1535,2014-2015,HS1474,HS1484,84.29716447,FALSE,FALSE
1536,2014-2015,MH8392,HS1484,90,FALSE,FALSE
1537,2014-2015,HS1457,HS1484,90.28543703,FALSE,FALSE
1538,2014-2015,HS1364,HS1484,76.08145759,FALSE,FALSE
1539,2014-2015,HS1405,HS1484,92,FALSE,FALSE
1540,2014-2015,HS1425,HS1484,84.1309355,FALSE,FALSE
1541,2014-2015,MH8309,HS1484,90,FALSE,FALSE
1542,2014-2015,HS1450,HS1484,87.95561137,FALSE,FALSE
1543,2014-2015,MH8137,HS1484,90.8028205,FALSE,FALSE
1544,2014-2015,MH8052,HS1484,88.11904061,FALSE,FALSE
1545,2014-2015,MH8090,HS1484,86.99568229,FALSE,FALSE
1546,2014-2015,HS1445,HS1484,87.87516513,FALSE,FALSE
1547,2014-2015,HS1387,HS1484,86,FALSE,FALSE
1548,2014-2015,HS1367,HS1484,82.33343818,FALSE,FALSE
1549,2014-2015,HS1390,HS1484,35.27353734,FALSE,FALSE
1550,2014-2015,HS1391,HS1484,34,FALSE,FALSE
1551,2014-2015,HS1394,MH8156,392.7742305,FALSE,FALSE
1552,2014-2015,MH7843,MH8156,392.8285144,FALSE,FALSE
1553,2014-2015,HS1376,MH8156,390.9142585,FALSE,FALSE
1554,2014-2015,MH7505,MH8156,381.4294539,FALSE,FALSE
1555,2014-2015,HS1255,MH8156,378.0649028,FALSE,FALSE
1556,2014-2015,MH7796,MH8156,404.9979636,FALSE,FALSE
1557,2014-2015,MH7492,MH8156,380.5997529,FALSE,FALSE
1558,2014-2015,HS1340,MH8156,382.9454085,FALSE,FALSE
1559,2014-2015,HS1413,MH8156,384.9721433,FALSE,FALSE
1560,2014-2015,HS1448,MH8156,390.7742305,FALSE,FALSE
1561,2014-2015,HS1393,MH8156,386.7742305,FALSE,FALSE
1562,2014-2015,MH7890,MH8156,378.1130628,FALSE,FALSE
1563,2014-2015,HS1345,MH8156,376.8805967,FALSE,FALSE
1564,2014-2015,HS1369,MH8156,395.038947,FALSE,FALSE
1565,2014-2015,HS1336,MH8156,388.8857157,FALSE,FALSE
1566,2014-2015,MH7612,MH8156,388.875281,FALSE,FALSE
1567,2014-2015,HS1377,MH8156,386.7742305,FALSE,FALSE
1568,2014-2015,MH7845,MH8156,390.7520993,FALSE,FALSE
1569,2014-2015,MH7891,MH8156,378.9890687,FALSE,FALSE
1570,2014-2015,MH8126,MH8156,380.0465065,FALSE,FALSE
1571,2014-2015,MH7409,MH8156,376.7742305,FALSE,FALSE
1572,2014-2015,MH7893,MH8156,384.9065358,FALSE,FALSE
1573,2014-2015,HS1388,MH8156,390.8171463,FALSE,FALSE
1574,2014-2015,HS1342,MH8156,392.8962138,FALSE,FALSE
1575,2014-2015,MH7455,MH8156,378.7029147,FALSE,FALSE
1576,2014-2015,HS1408,MH8156,379.9660949,FALSE,FALSE
1577,2014-2015,MH7885,MH8156,378.7742305,FALSE,FALSE
1578,2014-2015,HS1409,MH8156,378.9110685,FALSE,FALSE
1579,2014-2015,MH7440,MH8156,383.8271641,FALSE,FALSE
1580,2014-2015,MH7390,MH8156,383.0378706,FALSE,FALSE
1581,2014-2015,HS1256,MH8156,380.9986549,FALSE,FALSE
1582,2014-2015,HS1328,MH8156,388.7742305,FALSE,FALSE
1583,2014-2015,HS1327,MH8156,386.8542256,FALSE,FALSE
1584,2014-2015,HS1313,MH8156,387.2362363,FALSE,FALSE
1585,2014-2015,HS1250,MH8156,376.8558373,FALSE,FALSE
1586,2014-2015,HS1294,MH8156,377.2373267,FALSE,FALSE
1587,2014-2015,HS1253,MH8156,376.7742305,FALSE,FALSE
1588,2014-2015,HS1385,MH8156,394.9782305,FALSE,FALSE
1589,2014-2015,HS1357,MH8156,390.7742305,FALSE,FALSE
1590,2014-2015,HS1349,MH8156,389.455253,FALSE,FALSE
1591,2014-2015,MH8041,MH8156,378.8185181,FALSE,FALSE
1592,2014-2015,HS1427,MH8156,382.997603,FALSE,FALSE
1593,2014-2015,HS1375,MH8156,385.563759,FALSE,FALSE
1594,2014-2015,HS1341,MH8156,385.0606913,FALSE,FALSE
1595,2014-2015,MH7800,MH8156,383.6347633,FALSE,FALSE
1596,2014-2015,HS1392,MH8156,386.7742305,FALSE,FALSE
1597,2014-2015,HS1402,MH8156,376.7742305,FALSE,FALSE
1598,2014-2015,HS1401,MH8156,376.8429326,FALSE,FALSE
1599,2014-2015,HS1351,MH8156,376.8266743,FALSE,FALSE
1600,2014-2015,MH8088,MH8156,383.7709061,FALSE,FALSE
1601,2014-2015,MH8089,MH8156,382.3125199,FALSE,FALSE
1602,2014-2015,HS1421,MH8156,377.1914768,FALSE,FALSE
1603,2014-2015,HS1364,MH8156,376.8556881,FALSE,FALSE
1604,2014-2015,HS1405,MH8156,392.7742305,FALSE,FALSE
1605,2014-2015,HS1425,MH8156,384.905166,FALSE,FALSE
1606,2014-2015,HS1387,MH8156,386.7742305,FALSE,FALSE
1607,2014-2015,HS1367,MH8156,381.1076687,FALSE,FALSE
1608,2014-2015,HS1390,MH8156,382.0477678,FALSE,FALSE
1609,2014-2015,HS1391,MH8156,380.7742305,FALSE,FALSE
1610,2014-2015,HS1563,HS1567,80.37865102,FALSE,FALSE
1611,2014-2015,HS1562,HS1567,80,FALSE,FALSE
1612,2014-2015,HS1564,HS1567,80.09911571,FALSE,FALSE
1613,2014-2015,HS1394,HS1567,88,FALSE,FALSE
1614,2014-2015,MH7843,HS1567,88.0542839,FALSE,FALSE
1615,2014-2015,MH8155,HS1567,28.00512543,FALSE,FALSE
1616,2014-2015,HS1376,HS1567,32.14002803,FALSE,FALSE
1617,2014-2015,HS1484,HS1567,88,FALSE,FALSE
1618,2014-2015,MH8156,HS1567,382.7742305,FALSE,FALSE
1619,2014-2015,MH7505,HS1567,22.65522343,FALSE,FALSE
1620,2014-2015,HS1255,HS1567,19.29067233,FALSE,FALSE
1621,2014-2015,MH7796,HS1567,92.2237331,FALSE,FALSE
1622,2014-2015,MH8165,HS1567,84.37890919,FALSE,FALSE
1623,2014-2015,MH7492,HS1567,39.82552241,FALSE,FALSE
1624,2014-2015,HS1340,HS1567,42.17117805,FALSE,FALSE
1625,2014-2015,HS1413,HS1567,76.19791283,FALSE,FALSE
1626,2014-2015,HS1448,HS1567,32,FALSE,FALSE
1627,2014-2015,HS1393,HS1567,74,FALSE,FALSE
1628,2014-2015,MH7890,HS1567,19.33883233,FALSE,FALSE
1629,2014-2015,HS1345,HS1567,18.10636623,FALSE,FALSE
1630,2014-2015,HS1369,HS1567,82.26471652,FALSE,FALSE
1631,2014-2015,HS1336,HS1567,76.20733844,FALSE,FALSE
1632,2014-2015,MH7612,HS1567,76.10105054,FALSE,FALSE
1633,2014-2015,HS1377,HS1567,88,FALSE,FALSE
1634,2014-2015,MH8589,HS1567,86.26280911,FALSE,FALSE
1635,2014-2015,MH7845,HS1567,85.97786883,FALSE,FALSE
1636,2014-2015,MH7891,HS1567,20.21483816,FALSE,FALSE
1637,2014-2015,MH8126,HS1567,21.27227597,FALSE,FALSE
1638,2014-2015,MH7409,HS1567,18,FALSE,FALSE
1639,2014-2015,MH7893,HS1567,28.13230535,FALSE,FALSE
1640,2014-2015,HS1530,HS1567,86.45885155,FALSE,FALSE
1641,2014-2015,HS1388,HS1567,86.04291585,FALSE,FALSE
1642,2014-2015,HS1342,HS1567,88.12198335,FALSE,FALSE
1643,2014-2015,HS1543,HS1567,88.36458622,FALSE,FALSE
1644,2014-2015,HS1544,HS1567,86.28853362,FALSE,FALSE
1645,2014-2015,MH8439,HS1567,86.04859884,FALSE,FALSE
1646,2014-2015,MH7455,HS1567,20.07131584,FALSE,FALSE
1647,2014-2015,HS1408,HS1567,21.42836135,FALSE,FALSE
1648,2014-2015,MH7885,HS1567,20,FALSE,FALSE
1649,2014-2015,HS1409,HS1567,20.13683797,FALSE,FALSE
1650,2014-2015,MH7440,HS1567,25.05293365,FALSE,FALSE
1651,2014-2015,MH7390,HS1567,24.2636401,FALSE,FALSE
1652,2014-2015,HS1256,HS1567,22.22442436,FALSE,FALSE
1653,2014-2015,MH8386,HS1567,86.2398913,FALSE,FALSE
1654,2014-2015,HS1507,HS1567,86.32474237,FALSE,FALSE
1655,2014-2015,HS1328,HS1567,76,FALSE,FALSE
1656,2014-2015,HS1327,HS1567,74.07999507,FALSE,FALSE
1657,2014-2015,HS1313,HS1567,74.46200577,FALSE,FALSE
1658,2014-2015,HS1250,HS1567,21.91839317,FALSE,FALSE
1659,2014-2015,HS1294,HS1567,22.46309624,FALSE,FALSE
1660,2014-2015,HS1253,HS1567,22,FALSE,FALSE
1661,2014-2015,HS1532,HS1567,28,FALSE,FALSE
1662,2014-2015,HS1455,HS1567,90.02330829,FALSE,FALSE
1663,2014-2015,HS1385,HS1567,288,FALSE,FALSE
1664,2014-2015,HS1357,HS1567,86,FALSE,FALSE
1665,2014-2015,HS1525,HS1567,74,FALSE,FALSE
1666,2014-2015,HS1349,HS1567,286.4770225,FALSE,FALSE
1667,2014-2015,HS1465,HS1567,78,FALSE,FALSE
1668,2014-2015,HS1463,HS1567,78,FALSE,FALSE
1669,2014-2015,MH8041,HS1567,78.04428763,FALSE,FALSE
1670,2014-2015,HS1460,HS1567,84,FALSE,FALSE
1671,2014-2015,HS1427,HS1567,84.2233725,FALSE,FALSE
1672,2014-2015,HS1375,HS1567,44.78952848,FALSE,FALSE
1673,2014-2015,HS1341,HS1567,44.45935963,FALSE,FALSE
1674,2014-2015,HS1517,HS1567,86.13754171,FALSE,FALSE
1675,2014-2015,HS1537,HS1567,18,FALSE,FALSE
1676,2014-2015,HS1509,HS1567,20,FALSE,FALSE
1677,2014-2015,MH8183,HS1567,81.8006535,FALSE,FALSE
1678,2014-2015,MH7800,HS1567,42.86053285,FALSE,FALSE
1679,2014-2015,MH8129,HS1567,57.42569516,FALSE,FALSE
1680,2014-2015,HS1392,HS1567,74,FALSE,FALSE
1681,2014-2015,HS1402,HS1567,74,FALSE,FALSE
1682,2014-2015,HS1401,HS1567,74.06870214,FALSE,FALSE
1683,2014-2015,HS1351,HS1567,74.05244382,FALSE,FALSE
1684,2014-2015,HS1487,HS1567,26.0473872,FALSE,FALSE
1685,2014-2015,MH8088,HS1567,16.99667565,FALSE,FALSE
1686,2014-2015,MH8089,HS1567,15.53828944,FALSE,FALSE
1687,2014-2015,HS1421,HS1567,18.41724633,FALSE,FALSE
1688,2014-2015,HS1473,HS1567,73.01234633,FALSE,FALSE
1689,2014-2015,HS1474,HS1567,44.29716447,FALSE,FALSE
1690,2014-2015,HS1518,HS1567,92.65424584,FALSE,FALSE
1691,2014-2015,HS1519,HS1567,92.04923642,FALSE,FALSE
1692,2014-2015,HS1520,HS1567,92.180096,FALSE,FALSE
1693,2014-2015,HS1505,HS1567,78.68142915,FALSE,FALSE
1694,2014-2015,MH8392,HS1567,78,FALSE,FALSE
1695,2014-2015,HS1457,HS1567,78.28543703,FALSE,FALSE
1696,2014-2015,MH8354,HS1567,78.2248428,FALSE,FALSE
1697,2014-2015,HS1510,HS1567,81.17519812,FALSE,FALSE
1698,2014-2015,HS1364,HS1567,36.08145759,FALSE,FALSE
1699,2014-2015,HS1405,HS1567,88,FALSE,FALSE
1700,2014-2015,HS1425,HS1567,80.1309355,FALSE,FALSE
1701,2014-2015,MH8393,HS1567,287.9069393,FALSE,FALSE
1702,2014-2015,MH8309,HS1567,30,FALSE,FALSE
1703,2014-2015,HS1450,HS1567,27.95561137,FALSE,FALSE
1704,2014-2015,MH8137,HS1567,74.04621618,FALSE,FALSE
1705,2014-2015,MH8447,HS1567,74.57248472,FALSE,FALSE
1706,2014-2015,MH8052,HS1567,76.11904061,FALSE,FALSE
1707,2014-2015,MH8396,HS1567,74,FALSE,FALSE
1708,2014-2015,MH8090,HS1567,74.99568229,FALSE,FALSE
1709,2014-2015,HS1445,HS1567,75.87516513,FALSE,FALSE
1710,2014-2015,HS1387,HS1567,74,FALSE,FALSE
1711,2014-2015,HS1367,HS1567,22.33343818,FALSE,FALSE
1712,2014-2015,HS1390,HS1567,79.27353734,FALSE,FALSE
1713,2014-2015,HS1391,HS1567,78,FALSE,FALSE
1714,2014-2015,HS1563,MH8700,80.42814412,FALSE,FALSE
1715,2014-2015,HS1562,MH8700,80.0494931,FALSE,FALSE
1716,2014-2015,HS1564,MH8700,80.14860881,FALSE,FALSE
1717,2014-2015,HS1394,MH8700,88.0494931,FALSE,FALSE
1718,2014-2015,MH7843,MH8700,88.103777,FALSE,FALSE
1719,2014-2015,MH8155,MH8700,28.05461853,FALSE,FALSE
1720,2014-2015,HS1376,MH8700,32.18952112,FALSE,FALSE
1721,2014-2015,HS1484,MH8700,88.0494931,FALSE,FALSE
1722,2014-2015,MH8156,MH8700,382.8237236,FALSE,FALSE
1723,2014-2015,MH7505,MH8700,22.70471653,FALSE,FALSE
1724,2014-2015,HS1255,MH8700,19.34016543,FALSE,FALSE
1725,2014-2015,MH7796,MH8700,92.2732262,FALSE,FALSE
1726,2014-2015,MH8165,MH8700,84.42840229,FALSE,FALSE
1727,2014-2015,MH7492,MH8700,39.87501551,FALSE,FALSE
1728,2014-2015,HS1340,MH8700,42.22067115,FALSE,FALSE
1729,2014-2015,HS1413,MH8700,76.24740593,FALSE,FALSE
1730,2014-2015,HS1448,MH8700,32.0494931,FALSE,FALSE
1731,2014-2015,HS1393,MH8700,74.0494931,FALSE,FALSE
1732,2014-2015,MH8586,MH8700,79.71395889,FALSE,FALSE
1733,2014-2015,MH7890,MH8700,19.38832543,FALSE,FALSE
1734,2014-2015,HS1345,MH8700,18.15585933,FALSE,FALSE
1735,2014-2015,HS1369,MH8700,82.31420962,FALSE,FALSE
1736,2014-2015,HS1336,MH8700,76.25683154,FALSE,FALSE
1737,2014-2015,MH7612,MH8700,76.15054364,FALSE,FALSE
1738,2014-2015,HS1377,MH8700,88.0494931,FALSE,FALSE
1739,2014-2015,MH8589,MH8700,86.31230221,FALSE,FALSE
1740,2014-2015,MH7845,MH8700,86.02736193,FALSE,FALSE
1741,2014-2015,MH7891,MH8700,20.26433126,FALSE,FALSE
1742,2014-2015,MH8126,MH8700,21.32176907,FALSE,FALSE
1743,2014-2015,MH7409,MH8700,18.0494931,FALSE,FALSE
1744,2014-2015,MH7893,MH8700,28.18179845,FALSE,FALSE
1745,2014-2015,HS1530,MH8700,86.50834465,FALSE,FALSE
1746,2014-2015,HS1388,MH8700,86.09240895,FALSE,FALSE
1747,2014-2015,HS1342,MH8700,88.17147645,FALSE,FALSE
1748,2014-2015,HS1543,MH8700,88.41407931,FALSE,FALSE
1749,2014-2015,HS1544,MH8700,86.33802672,FALSE,FALSE
1750,2014-2015,MH8439,MH8700,86.09809194,FALSE,FALSE
1751,2014-2015,MH7455,MH8700,20.12080893,FALSE,FALSE
1752,2014-2015,HS1408,MH8700,21.47785445,FALSE,FALSE
1753,2014-2015,MH7885,MH8700,20.0494931,FALSE,FALSE
1754,2014-2015,HS1409,MH8700,20.18633106,FALSE,FALSE
1755,2014-2015,MH7440,MH8700,25.10242674,FALSE,FALSE
1756,2014-2015,MH7390,MH8700,24.3131332,FALSE,FALSE
1757,2014-2015,HS1256,MH8700,22.27391746,FALSE,FALSE
1758,2014-2015,MH8386,MH8700,86.2893844,FALSE,FALSE
1759,2014-2015,HS1507,MH8700,86.37423547,FALSE,FALSE
1760,2014-2015,HS1328,MH8700,76.0494931,FALSE,FALSE
1761,2014-2015,HS1327,MH8700,74.12948817,FALSE,FALSE
1762,2014-2015,HS1313,MH8700,74.51149886,FALSE,FALSE
1763,2014-2015,HS1250,MH8700,21.96788627,FALSE,FALSE
1764,2014-2015,HS1294,MH8700,22.51258933,FALSE,FALSE
1765,2014-2015,HS1253,MH8700,22.0494931,FALSE,FALSE
1766,2014-2015,HS1532,MH8700,28.0494931,FALSE,FALSE
1767,2014-2015,HS1455,MH8700,90.07280139,FALSE,FALSE
1768,2014-2015,HS1385,MH8700,288.0494931,FALSE,FALSE
1769,2014-2015,HS1357,MH8700,86.0494931,FALSE,FALSE
1770,2014-2015,HS1525,MH8700,74.0494931,FALSE,FALSE
1771,2014-2015,HS1349,MH8700,286.5265156,FALSE,FALSE
1772,2014-2015,HS1465,MH8700,78.0494931,FALSE,FALSE
1773,2014-2015,HS1463,MH8700,78.0494931,FALSE,FALSE
1774,2014-2015,MH8041,MH8700,78.09378073,FALSE,FALSE
1775,2014-2015,HS1460,MH8700,84.0494931,FALSE,FALSE
1776,2014-2015,HS1427,MH8700,84.2728656,FALSE,FALSE
1777,2014-2015,HS1375,MH8700,44.83902157,FALSE,FALSE
1778,2014-2015,HS1341,MH8700,44.50885273,FALSE,FALSE
1779,2014-2015,HS1517,MH8700,86.18703481,FALSE,FALSE
1780,2014-2015,HS1537,MH8700,18.0494931,FALSE,FALSE
1781,2014-2015,HS1509,MH8700,20.0494931,FALSE,FALSE
1782,2014-2015,MH8183,MH8700,81.8501466,FALSE,FALSE
1783,2014-2015,MH7800,MH8700,42.91002595,FALSE,FALSE
1784,2014-2015,MH8129,MH8700,57.47518825,FALSE,FALSE
1785,2014-2015,HS1392,MH8700,74.0494931,FALSE,FALSE
1786,2014-2015,HS1402,MH8700,74.0494931,FALSE,FALSE
1787,2014-2015,HS1401,MH8700,74.11819524,FALSE,FALSE
1788,2014-2015,HS1351,MH8700,74.10193692,FALSE,FALSE
1789,2014-2015,HS1487,MH8700,26.09688029,FALSE,FALSE
1790,2014-2015,MH8088,MH8700,17.04616875,FALSE,FALSE
1791,2014-2015,MH8089,MH8700,15.58778254,FALSE,FALSE
1792,2014-2015,HS1421,MH8700,18.46673943,FALSE,FALSE
1793,2014-2015,HS1473,MH8700,73.06183943,FALSE,FALSE
1794,2014-2015,HS1474,MH8700,44.34665757,FALSE,FALSE
1795,2014-2015,HS1518,MH8700,92.70373894,FALSE,FALSE
1796,2014-2015,HS1519,MH8700,92.09872952,FALSE,FALSE
1797,2014-2015,HS1520,MH8700,92.2295891,FALSE,FALSE
1798,2014-2015,HS1505,MH8700,78.73092224,FALSE,FALSE
1799,2014-2015,MH8392,MH8700,78.0494931,FALSE,FALSE
1800,2014-2015,HS1457,MH8700,78.33493012,FALSE,FALSE
1801,2014-2015,MH8354,MH8700,78.2743359,FALSE,FALSE
1802,2014-2015,HS1510,MH8700,81.22469122,FALSE,FALSE
1803,2014-2015,HS1364,MH8700,36.13095069,FALSE,FALSE
1804,2014-2015,HS1405,MH8700,88.0494931,FALSE,FALSE
1805,2014-2015,HS1425,MH8700,80.1804286,FALSE,FALSE
1806,2014-2015,HS1535,MH8700,30.54027943,FALSE,FALSE
1807,2014-2015,MH8393,MH8700,287.9564324,FALSE,FALSE
1808,2014-2015,MH8309,MH8700,30.0494931,FALSE,FALSE
1809,2014-2015,HS1450,MH8700,28.00510447,FALSE,FALSE
1810,2014-2015,MH8137,MH8700,74.09570928,FALSE,FALSE
1811,2014-2015,MH8447,MH8700,74.62197782,FALSE,FALSE
1812,2014-2015,MH8052,MH8700,76.16853371,FALSE,FALSE
1813,2014-2015,MH8396,MH8700,74.0494931,FALSE,FALSE
1814,2014-2015,MH8090,MH8700,75.04517539,FALSE,FALSE
1815,2014-2015,HS1445,MH8700,75.92465822,FALSE,FALSE
1816,2014-2015,HS1387,MH8700,74.0494931,FALSE,FALSE
1817,2014-2015,HS1367,MH8700,22.38293128,FALSE,FALSE
1818,2014-2015,HS1390,MH8700,79.32303044,FALSE,FALSE
1819,2014-2015,HS1391,MH8700,78.0494931,FALSE,FALSE
1820,2014-2015,MH7492,MH7505,34.48074583,FALSE,FALSE
1821,2014-2015,MH7409,MH7505,4.655223427,FALSE,FALSE
1822,2014-2015,MH7455,MH7505,14.72653926,FALSE,FALSE
1823,2014-2015,MH7440,MH7505,19.70815707,FALSE,FALSE
1824,2014-2015,MH7390,MH7505,18.91886353,FALSE,FALSE
1825,2014-2015,HS1256,MH7505,16.87964779,FALSE,FALSE
1826,2014-2015,HS1250,MH7505,16.5736166,FALSE,FALSE
1827,2014-2015,HS1294,MH7505,17.11831966,FALSE,FALSE
1828,2014-2015,HS1253,MH7505,16.65522343,FALSE,FALSE
1829,2014-2015,HS1250,HS1255,13.2090655,FALSE,FALSE
1830,2014-2015,HS1376,MH7796,100.3637611,FALSE,FALSE
1831,2014-2015,MH7492,MH7796,92.04925551,FALSE,FALSE
1832,2014-2015,HS1340,MH7796,94.39491115,FALSE,FALSE
1833,2014-2015,HS1413,MH7796,32.42164593,FALSE,FALSE
1834,2014-2015,MH7890,MH7796,86.91656506,FALSE,FALSE
1835,2014-2015,HS1345,MH7796,86.33009933,FALSE,FALSE
1836,2014-2015,HS1369,MH7796,38.48844962,FALSE,FALSE
1837,2014-2015,HS1336,MH7796,32.43107154,FALSE,FALSE
1838,2014-2015,MH7612,MH7796,32.32478364,FALSE,FALSE
1839,2014-2015,HS1377,MH7796,104.2237331,FALSE,FALSE
1840,2014-2015,MH7409,MH7796,86.2237331,FALSE,FALSE
1841,2014-2015,HS1342,MH7796,104.3457164,FALSE,FALSE
1842,2014-2015,MH7455,MH7796,88.29504894,FALSE,FALSE
1843,2014-2015,MH7440,MH7796,93.27666675,FALSE,FALSE
1844,2014-2015,MH7390,MH7796,92.4873732,FALSE,FALSE
1845,2014-2015,HS1256,MH7796,90.44815746,FALSE,FALSE
1846,2014-2015,HS1328,MH7796,32.2237331,FALSE,FALSE
1847,2014-2015,HS1327,MH7796,30.30372817,FALSE,FALSE
1848,2014-2015,HS1313,MH7796,30.68573886,FALSE,FALSE
1849,2014-2015,HS1250,MH7796,90.14212627,FALSE,FALSE
1850,2014-2015,HS1294,MH7796,90.68682933,FALSE,FALSE
1851,2014-2015,HS1253,MH7796,90.2237331,FALSE,FALSE
1852,2014-2015,HS1385,MH7796,304.2237331,FALSE,FALSE
1853,2014-2015,HS1357,MH7796,102.2237331,FALSE,FALSE
1854,2014-2015,HS1349,MH7796,302.7007556,FALSE,FALSE
1855,2014-2015,HS1375,MH7796,97.01326158,FALSE,FALSE
1856,2014-2015,HS1341,MH7796,96.68309273,FALSE,FALSE
1857,2014-2015,MH7800,MH7796,95.08426595,FALSE,FALSE
1858,2014-2015,HS1392,MH7796,30.2237331,FALSE,FALSE
1859,2014-2015,HS1402,MH7796,90.2237331,FALSE,FALSE
1860,2014-2015,HS1351,MH7796,90.27617692,FALSE,FALSE
1861,2014-2015,HS1364,MH7796,88.30519069,FALSE,FALSE
1862,2014-2015,HS1387,MH7796,30.2237331,FALSE,FALSE
1863,2014-2015,HS1367,MH7796,90.55717128,FALSE,FALSE
1864,2014-2015,HS1394,MH8165,96.37890919,FALSE,FALSE
1865,2014-2015,MH7843,MH8165,96.43319309,FALSE,FALSE
1866,2014-2015,HS1376,MH8165,92.51893721,FALSE,FALSE
1867,2014-2015,MH8156,MH8165,393.1531397,FALSE,FALSE
1868,2014-2015,MH7505,MH8165,83.03413262,FALSE,FALSE
1869,2014-2015,HS1255,MH8165,79.66958152,FALSE,FALSE
1870,2014-2015,MH7796,MH8165,40.60264229,FALSE,FALSE
1871,2014-2015,MH7492,MH8165,84.2044316,FALSE,FALSE
1872,2014-2015,HS1340,MH8165,86.55008724,FALSE,FALSE
1873,2014-2015,HS1413,MH8165,12.57682202,FALSE,FALSE
1874,2014-2015,HS1448,MH8165,92.37890919,FALSE,FALSE
1875,2014-2015,HS1393,MH8165,22.37890919,FALSE,FALSE
1876,2014-2015,MH7890,MH8165,79.71774152,FALSE,FALSE
1877,2014-2015,HS1345,MH8165,78.48527542,FALSE,FALSE
1878,2014-2015,HS1369,MH8165,30.64362571,FALSE,FALSE
1879,2014-2015,HS1336,MH8165,24.58624762,FALSE,FALSE
1880,2014-2015,MH7612,MH8165,24.47995973,FALSE,FALSE
1881,2014-2015,HS1377,MH8165,96.37890919,FALSE,FALSE
1882,2014-2015,MH7845,MH8165,94.35677802,FALSE,FALSE
1883,2014-2015,MH7891,MH8165,80.59374735,FALSE,FALSE
1884,2014-2015,MH8126,MH8165,81.65118516,FALSE,FALSE
1885,2014-2015,MH7409,MH8165,78.37890919,FALSE,FALSE
1886,2014-2015,MH7893,MH8165,88.51121454,FALSE,FALSE
1887,2014-2015,HS1388,MH8165,94.42182504,FALSE,FALSE
1888,2014-2015,HS1342,MH8165,96.50089254,FALSE,FALSE
1889,2014-2015,MH7455,MH8165,80.45022502,FALSE,FALSE
1890,2014-2015,HS1408,MH8165,81.80727054,FALSE,FALSE
1891,2014-2015,MH7885,MH8165,80.37890919,FALSE,FALSE
1892,2014-2015,HS1409,MH8165,80.51574715,FALSE,FALSE
1893,2014-2015,MH7440,MH8165,85.43184283,FALSE,FALSE
1894,2014-2015,MH7390,MH8165,84.64254929,FALSE,FALSE
1895,2014-2015,HS1256,MH8165,82.60333355,FALSE,FALSE
1896,2014-2015,HS1328,MH8165,24.37890919,FALSE,FALSE
1897,2014-2015,HS1327,MH8165,22.45890425,FALSE,FALSE
1898,2014-2015,HS1313,MH8165,22.84091495,FALSE,FALSE
1899,2014-2015,HS1250,MH8165,82.29730236,FALSE,FALSE
1900,2014-2015,HS1294,MH8165,82.84200542,FALSE,FALSE
1901,2014-2015,HS1253,MH8165,82.37890919,FALSE,FALSE
1902,2014-2015,HS1455,MH8165,94.40221748,FALSE,FALSE
1903,2014-2015,HS1385,MH8165,296.3789092,FALSE,FALSE
1904,2014-2015,HS1357,MH8165,94.37890919,FALSE,FALSE
1905,2014-2015,HS1349,MH8165,294.8559317,FALSE,FALSE
1906,2014-2015,MH8041,MH8165,74.42319682,FALSE,FALSE
1907,2014-2015,HS1427,MH8165,88.60228169,FALSE,FALSE
1908,2014-2015,HS1375,MH8165,89.16843766,FALSE,FALSE
1909,2014-2015,HS1341,MH8165,88.83826882,FALSE,FALSE
1910,2014-2015,MH7800,MH8165,87.23944204,FALSE,FALSE
1911,2014-2015,HS1392,MH8165,22.37890919,FALSE,FALSE
1912,2014-2015,HS1402,MH8165,82.37890919,FALSE,FALSE
1913,2014-2015,HS1401,MH8165,82.44761133,FALSE,FALSE
1914,2014-2015,HS1351,MH8165,82.431353,FALSE,FALSE
1915,2014-2015,MH8088,MH8165,81.37558484,FALSE,FALSE
1916,2014-2015,MH8089,MH8165,79.91719863,FALSE,FALSE
1917,2014-2015,HS1421,MH8165,78.79615552,FALSE,FALSE
1918,2014-2015,HS1457,MH8165,26.66434621,FALSE,FALSE
