Project Subtype Sample Gene Syn Div MinFreq Chr Length PercentSites DivPerSite
flu-Xue-chronic H3N2 Z25A-NW-2 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 2-PB1 NS 0.104685767462239 0.005 2-PB1 2274 0.716311647334706 6.42680566740076e-05
flu-Xue-chronic H3N2 Z25A-NW-2 2-PB1 S 0.309107363956109 0.005 2-PB1 2274 0.249883744282616 0.000543977436805458
flu-Xue-chronic H3N2 Z25A-NW-2 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 3-PA NS 1.61129156492047 0.005 3-PA 2151 0.716311647334706 0.00104575923933072
flu-Xue-chronic H3N2 Z25A-NW-2 3-PA S 0.0497588593466866 0.005 3-PA 2151 0.249883744282616 9.25746334159341e-05
flu-Xue-chronic H3N2 Z25A-NW-2 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 4-HA NS 0.918650191170592 0.005 4-HA 1701 0.716311647334706 0.000753952252820583
flu-Xue-chronic H3N2 Z25A-NW-2 4-HA S 0.692410580740496 0.005 4-HA 1701 0.249883744282616 0.00162900109887481
flu-Xue-chronic H3N2 Z25A-NW-2 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 5-NP NS 0.375562419763874 0.005 5-NP 1497 0.716311647334706 0.000350234008957615
flu-Xue-chronic H3N2 Z25A-NW-2 5-NP S 0.092784926364646 0.005 5-NP 1497 0.249883744282616 0.000248037658119125
flu-Xue-chronic H3N2 Z25A-NW-2 5-NP Stop 0.00737100737100737 0.005 5-NP 1497 0.0338046083826779 0.000145656253830956
flu-Xue-chronic H3N2 Z25A-NW-2 6-NA NS 1.84044322979623 0.005 6-NA 1410 0.716311647334706 0.00182222206107783
flu-Xue-chronic H3N2 Z25A-NW-2 6-NA S 0.0390477440204482 0.005 6-NA 1410 0.249883744282616 0.000110825278190862
flu-Xue-chronic H3N2 Z25A-NW-2 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 7-M1 NS 0.0664798031008426 0.005 7-M 759 0.716311647334706 0.000122277326793512
flu-Xue-chronic H3N2 Z25A-NW-2 7-M1 S 0.0531752262818703 0.005 7-M 759 0.249883744282616 0.000280368724545339
flu-Xue-chronic H3N2 Z25A-NW-2 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 7-M2 NS 0 0.005 7-M 294 0.716311647334706 0
flu-Xue-chronic H3N2 Z25A-NW-2 7-M2 S 0 0.005 7-M 294 0.249883744282616 0
flu-Xue-chronic H3N2 Z25A-NW-2 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 8-NEP NS 0.0365565026497676 0.005 8-NS 426 0.716311647334706 0.000119798954576686
flu-Xue-chronic H3N2 Z25A-NW-2 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z25A-NW-2 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z25A-NW-2 8-NS1 NS 0.0756192840981458 0.005 8-NS 693 0.716311647334706 0.000152334164156587
flu-Xue-chronic H3N2 Z25A-NW-2 8-NS1 S 0.0598595644049172 0.005 8-NS 693 0.249883744282616 0.000345670495940869
flu-Xue-chronic H3N2 Z25A-NW-2 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 1-PB2 NS 0.288735721419221 0.005 1-PB2 2280 0.716311647334706 0.00017679242656165
flu-Xue-chronic H3N2 Z34A-NW-1 1-PB2 S 0.185012576625107 0.005 1-PB2 2280 0.249883744282616 0.000324734476721548
flu-Xue-chronic H3N2 Z34A-NW-1 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 2-PB1 NS 0.307230741864838 0.005 2-PB1 2274 0.716311647334706 0.000188613249048292
flu-Xue-chronic H3N2 Z34A-NW-1 2-PB1 S 1.02486927416294 0.005 2-PB1 2274 0.249883744282616 0.00180359909154086
flu-Xue-chronic H3N2 Z34A-NW-1 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 3-PA NS 1.41515849202556 0.005 3-PA 2151 0.716311647334706 0.000918465099906426
flu-Xue-chronic H3N2 Z34A-NW-1 3-PA S 0.334630357078859 0.005 3-PA 2151 0.249883744282616 0.000622568182694512
flu-Xue-chronic H3N2 Z34A-NW-1 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 4-HA NS 1.37954607867463 0.005 4-HA 1701 0.716311647334706 0.00113221755558683
flu-Xue-chronic H3N2 Z34A-NW-1 4-HA S 1.74450554981087 0.005 4-HA 1701 0.249883744282616 0.0041042143732061
flu-Xue-chronic H3N2 Z34A-NW-1 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 5-NP NS 0.568680957062779 0.005 5-NP 1497 0.716311647334706 0.000530328384653541
flu-Xue-chronic H3N2 Z34A-NW-1 5-NP S 0.131885877966186 0.005 5-NP 1497 0.249883744282616 0.000352564426048647
flu-Xue-chronic H3N2 Z34A-NW-1 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 6-NA NS 3.21182017640367 0.005 6-NA 1410 0.716311647334706 0.00318002179415534
flu-Xue-chronic H3N2 Z34A-NW-1 6-NA S 0.332010469124131 0.005 6-NA 1410 0.249883744282616 0.000942311867842913
flu-Xue-chronic H3N2 Z34A-NW-1 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 7-M1 NS 0.0800247909848123 0.005 7-M 759 0.716311647334706 0.000147190831837893
flu-Xue-chronic H3N2 Z34A-NW-1 7-M1 S 0.0336513937648153 0.005 7-M 759 0.249883744282616 0.000177428456984883
flu-Xue-chronic H3N2 Z34A-NW-1 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 7-M2 NS 0.0053190613421161 0.005 7-M 294 0.716311647334706 2.52572263045913e-05
flu-Xue-chronic H3N2 Z34A-NW-1 7-M2 S 0 0.005 7-M 294 0.249883744282616 0
flu-Xue-chronic H3N2 Z34A-NW-1 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 8-NEP NS 0.079560418376501 0.005 8-NS 426 0.716311647334706 0.000260726663009958
flu-Xue-chronic H3N2 Z34A-NW-1 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z34A-NW-1 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-1 8-NS1 NS 0.0987395198752512 0.005 8-NS 693 0.716311647334706 0.000198909608954999
flu-Xue-chronic H3N2 Z34A-NW-1 8-NS1 S 0.105021824923991 0.005 8-NS 693 0.249883744282616 0.00060646860141717
flu-Xue-chronic H3N2 Z34A-NW-1 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 1-PB2 NS 0.278515508692449 0.005 1-PB2 2280 0.716311647334706 0.000170534606437902
flu-Xue-chronic H3N2 Z34A-NW-2 1-PB2 S 0.184849919970648 0.005 1-PB2 2280 0.249883744282616 0.000324448981408015
flu-Xue-chronic H3N2 Z34A-NW-2 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 2-PB1 NS 0.316083278655434 0.005 2-PB1 2274 0.716311647334706 0.000194047945186637
flu-Xue-chronic H3N2 Z34A-NW-2 2-PB1 S 1.01537344332575 0.005 2-PB1 2274 0.249883744282616 0.00178688801208599
flu-Xue-chronic H3N2 Z34A-NW-2 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 3-PA NS 1.4193892673823 0.005 3-PA 2151 0.716311647334706 0.000921210954545754
flu-Xue-chronic H3N2 Z34A-NW-2 3-PA S 0.342334307344509 0.005 3-PA 2151 0.249883744282616 0.000636901115182535
flu-Xue-chronic H3N2 Z34A-NW-2 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 4-HA NS 1.38491683704548 0.005 4-HA 1701 0.716311647334706 0.00113662543076279
flu-Xue-chronic H3N2 Z34A-NW-2 4-HA S 1.75933139559699 0.005 4-HA 1701 0.249883744282616 0.0041390944281173
flu-Xue-chronic H3N2 Z34A-NW-2 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 5-NP NS 0.554016716784781 0.005 5-NP 1497 0.716311647334706 0.000516653119529544
flu-Xue-chronic H3N2 Z34A-NW-2 5-NP S 0.135494599550528 0.005 5-NP 1497 0.249883744282616 0.000362211454781165
flu-Xue-chronic H3N2 Z34A-NW-2 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 6-NA NS 2.26365531389042 0.005 6-NA 1410 0.716311647334706 0.00224124416600663
flu-Xue-chronic H3N2 Z34A-NW-2 6-NA S 0.331175622392698 0.005 6-NA 1410 0.249883744282616 0.000939942406467388
flu-Xue-chronic H3N2 Z34A-NW-2 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 7-M1 NS 0.0785435714415865 0.005 7-M 759 0.716311647334706 0.000144466401895385
flu-Xue-chronic H3N2 Z34A-NW-2 7-M1 S 0.0327427011424299 0.005 7-M 759 0.249883744282616 0.000172637335078011
flu-Xue-chronic H3N2 Z34A-NW-2 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 7-M2 NS 0.00527213818753475 0.005 7-M 294 0.716311647334706 2.50344146733731e-05
flu-Xue-chronic H3N2 Z34A-NW-2 7-M2 S 0 0.005 7-M 294 0.249883744282616 0
flu-Xue-chronic H3N2 Z34A-NW-2 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 8-NEP NS 0.0793102276762738 0.005 8-NS 426 0.716311647334706 0.000259906765531822
flu-Xue-chronic H3N2 Z34A-NW-2 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z34A-NW-2 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z34A-NW-2 8-NS1 NS 0.0992889043233645 0.005 8-NS 693 0.716311647334706 0.000200016337505818
flu-Xue-chronic H3N2 Z34A-NW-2 8-NS1 S 0.105379191737918 0.005 8-NS 693 0.249883744282616 0.000608532284389656
flu-Xue-chronic H3N2 Z34A-NW-2 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 1-PB2 NS 0.156874851815699 0.005 1-PB2 2280 0.716311647334706 9.60542241973892e-05
flu-Xue-chronic H3N2 Z41A-NW-1 1-PB2 S 0.388550911399942 0.005 1-PB2 2280 0.249883744282616 0.000681985404423681
flu-Xue-chronic H3N2 Z41A-NW-1 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 2-PB1 NS 0.222625474790997 0.005 2-PB1 2274 0.716311647334706 0.000136672892388228
flu-Xue-chronic H3N2 Z41A-NW-1 2-PB1 S 0.392978819004234 0.005 2-PB1 2274 0.249883744282616 0.000691577217523401
flu-Xue-chronic H3N2 Z41A-NW-1 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 3-PA NS 2.74596245151232 0.005 3-PA 2151 0.716311647334706 0.00178218248456231
flu-Xue-chronic H3N2 Z41A-NW-1 3-PA S 0.109654200935999 0.005 3-PA 2151 0.249883744282616 0.0002040078407634
flu-Xue-chronic H3N2 Z41A-NW-1 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 4-HA NS 1.48400989748595 0.005 4-HA 1701 0.716311647334706 0.00121795283577076
flu-Xue-chronic H3N2 Z41A-NW-1 4-HA S 1.11114998433799 0.005 4-HA 1701 0.249883744282616 0.0026141491708078
flu-Xue-chronic H3N2 Z41A-NW-1 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 5-NP NS 0.389480647412298 0.005 5-NP 1497 0.716311647334706 0.000363213573499661
flu-Xue-chronic H3N2 Z41A-NW-1 5-NP S 0.166418409845795 0.005 5-NP 1497 0.249883744282616 0.000444878648540782
flu-Xue-chronic H3N2 Z41A-NW-1 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 6-NA NS 3.03290305819044 0.005 6-NA 1410 0.716311647334706 0.00300287603131173
flu-Xue-chronic H3N2 Z41A-NW-1 6-NA S 0.249509196468737 0.005 6-NA 1410 0.249883744282616 0.000708156816827772
flu-Xue-chronic H3N2 Z41A-NW-1 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 7-M1 NS 0.0861025126430807 0.005 7-M 759 0.716311647334706 0.000158369678987015
flu-Xue-chronic H3N2 Z41A-NW-1 7-M1 S 0.0356717011128776 0.005 7-M 759 0.249883744282616 0.000188080616533077
flu-Xue-chronic H3N2 Z41A-NW-1 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 7-M2 NS 0.00602083333333333 0.005 7-M 294 0.716311647334706 2.85895462114991e-05
flu-Xue-chronic H3N2 Z41A-NW-1 7-M2 S 0.0067791789134351 0.005 7-M 294 0.249883744282616 9.22766374601456e-05
flu-Xue-chronic H3N2 Z41A-NW-1 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 8-NEP NS 0.0535791267259419 0.005 8-NS 426 0.716311647334706 0.000175583628182234
flu-Xue-chronic H3N2 Z41A-NW-1 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z41A-NW-1 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-1 8-NS1 NS 0.0889917829874168 0.005 8-NS 693 0.716311647334706 0.000179272906902922
flu-Xue-chronic H3N2 Z41A-NW-1 8-NS1 S 0.0870600594822332 0.005 8-NS 693 0.249883744282616 0.000502744953743651
flu-Xue-chronic H3N2 Z41A-NW-1 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 1-PB2 NS 0.198469613794101 0.005 1-PB2 2280 0.716311647334706 0.000121522631314703
flu-Xue-chronic H3N2 Z41A-NW-2 1-PB2 S 0.373424088857917 0.005 1-PB2 2280 0.249883744282616 0.00065543477261124
flu-Xue-chronic H3N2 Z41A-NW-2 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 2-PB1 NS 0.260660868900785 0.005 2-PB1 2274 0.716311647334706 0.000160023352756662
flu-Xue-chronic H3N2 Z41A-NW-2 2-PB1 S 0.398304124195594 0.005 2-PB1 2274 0.249883744282616 0.000700948867008316
flu-Xue-chronic H3N2 Z41A-NW-2 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 3-PA NS 2.75765877547307 0.005 3-PA 2151 0.716311647334706 0.00178977362394047
flu-Xue-chronic H3N2 Z41A-NW-2 3-PA S 0.103395240864634 0.005 3-PA 2151 0.249883744282616 0.000192363262455555
flu-Xue-chronic H3N2 Z41A-NW-2 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 4-HA NS 1.47901339178797 0.005 4-HA 1701 0.716311647334706 0.0012138521162984
flu-Xue-chronic H3N2 Z41A-NW-2 4-HA S 1.08352287463098 0.005 4-HA 1701 0.249883744282616 0.00254915219744654
flu-Xue-chronic H3N2 Z41A-NW-2 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 5-NP NS 0.359930718982354 0.005 5-NP 1497 0.716311647334706 0.000335656530106084
flu-Xue-chronic H3N2 Z41A-NW-2 5-NP S 0.159184468783518 0.005 5-NP 1497 0.249883744282616 0.000425540488018811
flu-Xue-chronic H3N2 Z41A-NW-2 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 6-NA NS 2.07319352826628 0.005 6-NA 1410 0.716311647334706 0.00205266803285689
flu-Xue-chronic H3N2 Z41A-NW-2 6-NA S 0.214670668835141 0.005 6-NA 1410 0.249883744282616 0.000609278133472046
flu-Xue-chronic H3N2 Z41A-NW-2 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 7-M1 NS 0.0945537657138031 0.005 7-M 759 0.716311647334706 0.000173914199056906
flu-Xue-chronic H3N2 Z41A-NW-2 7-M1 S 0.0404953131858332 0.005 7-M 759 0.249883744282616 0.000213513323813482
flu-Xue-chronic H3N2 Z41A-NW-2 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 7-M2 NS 0 0.005 7-M 294 0.716311647334706 0
flu-Xue-chronic H3N2 Z41A-NW-2 7-M2 S 0.00608665880473238 0.005 7-M 294 0.249883744282616 8.2850211661296e-05
flu-Xue-chronic H3N2 Z41A-NW-2 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 8-NEP NS 0.0594129877417815 0.005 8-NS 426 0.716311647334706 0.000194701716625733
flu-Xue-chronic H3N2 Z41A-NW-2 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z41A-NW-2 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z41A-NW-2 8-NS1 NS 0.0934883947374886 0.005 8-NS 693 0.716311647334706 0.000188331278727692
flu-Xue-chronic H3N2 Z41A-NW-2 8-NS1 S 0.0999323958736379 0.005 8-NS 693 0.249883744282616 0.000577078720595603
flu-Xue-chronic H3N2 Z41A-NW-2 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 1-PB2 NS 0.120425872414562 0.005 1-PB2 2280 0.716311647334706 7.37365716314061e-05
flu-Xue-chronic H3N2 Z48A-NW-1 1-PB2 S 0.232219828804791 0.005 1-PB2 2280 0.249883744282616 0.000407592748378911
flu-Xue-chronic H3N2 Z48A-NW-1 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 2-PB1 NS 0.142898144023674 0.005 2-PB1 2274 0.716311647334706 8.77271690446046e-05
flu-Xue-chronic H3N2 Z48A-NW-1 2-PB1 S 0.545410459265209 0.005 2-PB1 2274 0.249883744282616 0.000959831496217942
flu-Xue-chronic H3N2 Z48A-NW-1 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 3-PA NS 2.74005512472159 0.005 3-PA 2151 0.716311647334706 0.00177834851577252
flu-Xue-chronic H3N2 Z48A-NW-1 3-PA S 0.251617409859419 0.005 3-PA 2151 0.249883744282616 0.000468125471215281
flu-Xue-chronic H3N2 Z48A-NW-1 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 4-HA NS 1.63132985889079 0.005 4-HA 1701 0.716311647334706 0.00133886090050984
flu-Xue-chronic H3N2 Z48A-NW-1 4-HA S 1.30956190400074 0.005 4-HA 1701 0.249883744282616 0.00308094335932934
flu-Xue-chronic H3N2 Z48A-NW-1 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 5-NP NS 0.300747220034404 0.005 5-NP 1497 0.716311647334706 0.00028046444216046
flu-Xue-chronic H3N2 Z48A-NW-1 5-NP S 0.28028637652869 0.005 5-NP 1497 0.249883744282616 0.000749276624563466
flu-Xue-chronic H3N2 Z48A-NW-1 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 6-NA NS 3.47282296020707 0.005 6-NA 1410 0.716311647334706 0.00343844053967782
flu-Xue-chronic H3N2 Z48A-NW-1 6-NA S 0.455816743577805 0.005 6-NA 1410 0.249883744282616 0.00129369874440401
flu-Xue-chronic H3N2 Z48A-NW-1 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 7-M1 NS 0.090668789366389 0.005 7-M 759 0.716311647334706 0.000166768502164614
flu-Xue-chronic H3N2 Z48A-NW-1 7-M1 S 0.0487652137146204 0.005 7-M 759 0.249883744282616 0.000257116738890314
flu-Xue-chronic H3N2 Z48A-NW-1 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 7-M2 NS 0.0205122472700763 0.005 7-M 294 0.716311647334706 9.74011085779175e-05
flu-Xue-chronic H3N2 Z48A-NW-1 7-M2 S 0.00640528835194894 0.005 7-M 294 0.249883744282616 8.71873243984039e-05
flu-Xue-chronic H3N2 Z48A-NW-1 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 8-NEP NS 0.136494094667956 0.005 8-NS 426 0.716311647334706 0.000447303452514936
flu-Xue-chronic H3N2 Z48A-NW-1 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z48A-NW-1 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-1 8-NS1 NS 0.164507139322528 0.005 8-NS 693 0.716311647334706 0.000331397709795338
flu-Xue-chronic H3N2 Z48A-NW-1 8-NS1 S 0.148603693598067 0.005 8-NS 693 0.249883744282616 0.000858140432115629
flu-Xue-chronic H3N2 Z48A-NW-1 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 1-PB2 NS 0.12302285036488 0.005 1-PB2 2280 0.716311647334706 7.53266971320096e-05
flu-Xue-chronic H3N2 Z48A-NW-2 1-PB2 S 0.236874591541664 0.005 1-PB2 2280 0.249883744282616 0.000415762798054422
flu-Xue-chronic H3N2 Z48A-NW-2 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 2-PB1 NS 0.137149200060536 0.005 2-PB1 2274 0.716311647334706 8.41978119467362e-05
flu-Xue-chronic H3N2 Z48A-NW-2 2-PB1 S 0.541398038025315 0.005 2-PB1 2274 0.249883744282616 0.000952770303648711
flu-Xue-chronic H3N2 Z48A-NW-2 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 3-PA NS 2.75494192458083 0.005 3-PA 2151 0.716311647334706 0.0017880103354182
flu-Xue-chronic H3N2 Z48A-NW-2 3-PA S 0.230391781713258 0.005 3-PA 2151 0.249883744282616 0.000428635925625756
flu-Xue-chronic H3N2 Z48A-NW-2 3-PA Stop 0 0.005 3-PA 2151 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 4-HA NS 1.63076959924564 0.005 4-HA 1701 0.716311647334706 0.00133840108563614
flu-Xue-chronic H3N2 Z48A-NW-2 4-HA S 1.30468093195088 0.005 4-HA 1701 0.249883744282616 0.00306946013094726
flu-Xue-chronic H3N2 Z48A-NW-2 4-HA Stop 0 0.005 4-HA 1701 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 5-NP NS 0.314113985679458 0.005 5-NP 1497 0.716311647334706 0.000292929736003245
flu-Xue-chronic H3N2 Z48A-NW-2 5-NP S 0.289478078128217 0.005 5-NP 1497 0.249883744282616 0.000773848375905019
flu-Xue-chronic H3N2 Z48A-NW-2 5-NP Stop 0 0.005 5-NP 1497 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 6-NA NS 2.47267824226988 0.005 6-NA 1410 0.716311647334706 0.00244819767872448
flu-Xue-chronic H3N2 Z48A-NW-2 6-NA S 0.441204946629859 0.005 6-NA 1410 0.249883744282616 0.00125222755311633
flu-Xue-chronic H3N2 Z48A-NW-2 6-NA Stop 0 0.005 6-NA 1410 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 7-M1 NS 0.0926123361488267 0.005 7-M 759 0.716311647334706 0.000170343297726119
flu-Xue-chronic H3N2 Z48A-NW-2 7-M1 S 0.051079954738882 0.005 7-M 759 0.249883744282616 0.000269321312974962
flu-Xue-chronic H3N2 Z48A-NW-2 7-M1 Stop 0 0.005 7-M 759 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 7-M2 NS 0.0209408442406635 0.005 7-M 294 0.716311647334706 9.94362741801394e-05
flu-Xue-chronic H3N2 Z48A-NW-2 7-M2 S 0.00630264832434398 0.005 7-M 294 0.249883744282616 8.57902117484587e-05
flu-Xue-chronic H3N2 Z48A-NW-2 7-M2 Stop 0 0.005 7-M 294 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 8-NEP NS 0.129134763798302 0.005 8-NS 426 0.716311647334706 0.000423186261846694
flu-Xue-chronic H3N2 Z48A-NW-2 8-NEP S 0 0.005 8-NS 426 0.249883744282616 0
flu-Xue-chronic H3N2 Z48A-NW-2 8-NEP Stop 0 0.005 8-NS 426 0.0338046083826779 0
flu-Xue-chronic H3N2 Z48A-NW-2 8-NS1 NS 0.159278917284688 0.005 8-NS 693 0.716311647334706 0.000320865517595188
flu-Xue-chronic H3N2 Z48A-NW-2 8-NS1 S 0.146943746871607 0.005 8-NS 693 0.249883744282616 0.000848554752469023
flu-Xue-chronic H3N2 Z48A-NW-2 8-NS1 Stop 0 0.005 8-NS 693 0.0338046083826779 0
flu-Xue-chronic H3N2 Z55A-NW-1 1-PB2 NS 0.148333396487034 0.005 1-PB2 2280 0.716311647334706 9.0824304579199e-05
flu-Xue-chronic H3N2 Z55A-NW-1 1-PB2 S 0.625742413165062 0.005 1-PB2 2280 0.249883744282616 0.00109830444399129
flu-Xue-chronic H3N2 Z55A-NW-1 1-PB2 Stop 0 0.005 1-PB2 2280 0.0338046083826779 0
flu-Xue-chronic H3N2 Z55A-NW-1 2-PB1 NS 0.0360919230612205 0.005 2-PB1 2274 0.716311647334706 2.21573363123037e-05
flu-Xue-chronic H3N2 Z55A-NW-1 2-PB1 S 0.972729074121488 0.005 2-PB1 2274 0.249883744282616 0.00171184103049026
flu-Xue-chronic H3N2 Z55A-NW-1 2-PB1 Stop 0 0.005 2-PB1 2274 0.0338046083826779 0
