MinFreq Subtype Gene Syn MeanDivPerSitePerDay SEDivPerSitePerDay Type Scale
0.02 H3N2 6-NA Stop 2.31098069231798e-06 1.6618803926689e-06 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt NS 2.87031263584765e-06 8.74348134565868e-07 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt S 1.0619403718521e-05 4.34784023950759e-06 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt Stop 1.74687094982654e-06 1.74687094982653e-06 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt NS 1.15510992685756e-05 3.0597090225994e-06 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt S 5.94019045588411e-06 2.03888789886017e-06 flu-Debbink-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt Stop 2.93049407023269e-06 2.9304940702327e-06 flu-Debbink-0.02 acute
0.02 H3N2 7-M1 NS 1.24674374589068e-06 5.93360562628484e-07 flu-Debbink-0.02 acute
0.02 H3N2 7-M1 S 8.3502029444145e-06 4.67959536568872e-06 flu-Debbink-0.02 acute
0.02 H3N2 7-M1 Stop 5.02477989494979e-06 3.63256890716229e-06 flu-Debbink-0.02 acute
0.02 H3N2 7-M2 NS 8.45118574500431e-06 4.97906385039385e-06 flu-Debbink-0.02 acute
0.02 H3N2 7-M2 S 1.38220351546743e-06 9.94260527270459e-07 flu-Debbink-0.02 acute
0.02 H3N2 7-M2 Stop 0 0 flu-Debbink-0.02 acute
0.02 H3N2 8-NEP NS 5.64004660215657e-06 1.94175749357955e-06 flu-Debbink-0.02 acute
0.02 H3N2 8-NEP S 1.34857228265955e-05 7.59835589850853e-06 flu-Debbink-0.02 acute
0.02 H3N2 8-NEP Stop 6.4060054062307e-06 4.51539441116163e-06 flu-Debbink-0.02 acute
0.02 H3N2 8-NS1 NS 4.88338260718041e-06 1.51352558877446e-06 flu-Debbink-0.02 acute
0.02 H3N2 8-NS1 S 9.72853443889061e-06 3.87917782574356e-06 flu-Debbink-0.02 acute
0.02 H3N2 8-NS1 Stop 2.08301971826313e-06 2.08301971826313e-06 flu-Debbink-0.02 acute
0.02 H3N2 4-HA NS 9.3145212735106e-06 2.52970327029912e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA S 1.90299330332502e-05 5.38238816207842e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley NS 5.67419544986792e-06 3.23755144981094e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley S 4.43958654673356e-05 3.51461305544968e-05 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf NS 1.6712449715745e-05 8.02455229007679e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf S 2.21067188616833e-05 9.87247336225371e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley NS 9.517891431256e-06 2.65710060219052e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley S 1.76128418358153e-05 5.44756557675139e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf NS 7.13567933504429e-06 1.80505413892633e-06 flu-Dinis-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf S 1.812375638515e-05 6.20591221815156e-06 flu-Dinis-0.02 acute
0.02 H3N2 1-PB2 NS 3.66554466639093e-06 1.13630496440161e-06 flu-McCrone-0.02 acute
0.02 H3N2 1-PB2 S 1.37962123971657e-05 3.72948111605114e-06 flu-McCrone-0.02 acute
0.02 H3N2 1-PB2 Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 2-PB1 NS 3.46667688578792e-06 1.14674049288451e-06 flu-McCrone-0.02 acute
0.02 H3N2 2-PB1 S 1.37666092786388e-05 4.22501210535078e-06 flu-McCrone-0.02 acute
0.02 H3N2 2-PB1 Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 3-PA NS 3.4240371564043e-06 7.63963305930465e-07 flu-McCrone-0.02 acute
0.02 H3N2 3-PA S 1.54923248059154e-05 4.76024916944319e-06 flu-McCrone-0.02 acute
0.02 H3N2 3-PA Stop 2.33997433790325e-06 2.33997433790325e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA NS 4.91096792911849e-06 1.28735017132193e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA S 7.11899731208319e-06 2.35783297579037e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley NS 7.86536121306631e-06 5.09933013187779e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley S 0 0 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf NS 5.40185916075164e-06 1.94930039020454e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf S 1.50530209431063e-05 9.19380966457672e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley NS 4.74591802498733e-06 1.3397849327273e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley S 7.51670665912694e-06 2.48955548840436e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf NS 4.76639037459639e-06 1.56439355659581e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf S 4.78226432486404e-06 1.32752790569147e-06 flu-McCrone-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 5-NP NS 2.04648261145133e-06 7.86516170709454e-07 flu-McCrone-0.02 acute
0.02 H3N2 5-NP S 1.05455707547825e-05 3.32712921973222e-06 flu-McCrone-0.02 acute
0.02 H3N2 5-NP Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 6-NA NS 7.67601592621433e-06 2.58965305017739e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA S 7.7514025944672e-06 2.52347823844693e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt NS 2.69176653742145e-06 1.60565616229796e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt S 1.0148565621072e-05 4.12905623501365e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt NS 1.31497898085494e-05 4.35028194941774e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt S 5.11880391346365e-06 2.87296165490558e-06 flu-McCrone-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 7-M1 NS 3.02121740832779e-06 1.31003931592926e-06 flu-McCrone-0.02 acute
0.02 H3N2 7-M1 S 1.34132160535113e-05 6.92131967845925e-06 flu-McCrone-0.02 acute
0.02 H3N2 7-M1 Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 7-M2 NS 6.69835252243851e-06 3.9003307345348e-06 flu-McCrone-0.02 acute
0.02 H3N2 7-M2 S 4.41558608165747e-06 3.19812049401497e-06 flu-McCrone-0.02 acute
0.02 H3N2 7-M2 Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 8-NEP NS 1.79239142299035e-06 1.01898285393765e-06 flu-McCrone-0.02 acute
0.02 H3N2 8-NEP S 1.39211104311459e-05 9.62053780484195e-06 flu-McCrone-0.02 acute
0.02 H3N2 8-NEP Stop 0 0 flu-McCrone-0.02 acute
0.02 H3N2 8-NS1 NS 4.68035064914382e-06 2.04646053653067e-06 flu-McCrone-0.02 acute
0.02 H3N2 8-NS1 S 1.11194406005229e-05 6.41795925288457e-06 flu-McCrone-0.02 acute
0.02 H3N2 8-NS1 Stop 0 0 flu-McCrone-0.02 acute
0.005 H3N2 1-PB2 NS 6.7389830607085e-06 7.8353075676687e-07 point-all-0.005 acute
0.005 H3N2 1-PB2 S 1.84272338360608e-05 2.64180717780257e-06 point-all-0.005 acute
0.005 H3N2 1-PB2 Stop 6.42863547358289e-07 2.51196358505546e-07 point-all-0.005 acute
0.005 H3N2 2-PB1 NS 5.27233935735703e-06 8.1588509372439e-07 point-all-0.005 acute
0.005 H3N2 2-PB1 S 1.6794289406115e-05 2.75862494406537e-06 point-all-0.005 acute
0.005 H3N2 2-PB1 Stop 4.8465642613238e-07 2.02760428062354e-07 point-all-0.005 acute
0.005 H3N2 3-PA NS 6.41293029558523e-06 6.82638058936423e-07 point-all-0.005 acute
0.005 H3N2 3-PA S 1.76993643390599e-05 2.98536961512202e-06 point-all-0.005 acute
0.005 H3N2 3-PA Stop 2.86359788030736e-06 1.46737859327768e-06 point-all-0.005 acute
0.005 H3N2 4-HA NS 8.20994872017367e-06 9.70406711805482e-07 point-all-0.005 acute
0.005 H3N2 4-HA S 1.58830887308253e-05 2.19881456241838e-06 point-all-0.005 acute
0.005 H3N2 4-HA Stop 2.31145056964685e-06 1.07739911996589e-06 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley NS 7.18738130818616e-06 2.58586333110372e-06 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley S 1.46411892532669e-05 7.87033493894596e-06 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley Stop 0 0 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf NS 9.34175072991261e-06 1.87490851243219e-06 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf S 1.6879732991268e-05 4.88689368612769e-06 point-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf Stop 1.02303131713919e-06 6.10610262424768e-07 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley NS 8.26707539123443e-06 1.01943600252233e-06 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley S 1.59524685899068e-05 2.28054615139165e-06 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley Stop 2.44058188638689e-06 1.13758901493605e-06 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf NS 7.87660977209987e-06 1.09864323018942e-06 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf S 1.55895565171333e-05 2.41912961660752e-06 point-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf Stop 2.69091651387855e-06 1.37243951064158e-06 point-all-0.005 acute
0.005 H3N2 5-NP NS 5.61338720454938e-06 9.32166089424949e-07 point-all-0.005 acute
0.005 H3N2 5-NP S 1.53582245036115e-05 2.23096128580525e-06 point-all-0.005 acute
0.005 H3N2 5-NP Stop 4.50646312231293e-07 3.24771911102417e-07 point-all-0.005 acute
0.005 H3N2 6-NA NS 9.48242173370292e-06 1.68759714004722e-06 point-all-0.005 acute
0.005 H3N2 6-NA S 1.10500385553799e-05 1.87867151150011e-06 point-all-0.005 acute
0.005 H3N2 6-NA Stop 1.8084146420076e-06 7.70759450187163e-07 point-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt NS 4.41969661100643e-06 1.04261728387298e-06 point-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt S 1.34140659426668e-05 3.07523551108939e-06 point-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt Stop 2.09426675695087e-06 9.51847344085024e-07 point-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt NS 1.50423787880928e-05 2.8785879554401e-06 point-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt S 8.45382990684166e-06 1.94867068367294e-06 point-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt Stop 1.49448776577525e-06 1.24505981328274e-06 point-all-0.005 acute
0.005 H3N2 7-M1 NS 3.97530908220626e-06 8.372155780426e-07 point-all-0.005 acute
0.005 H3N2 7-M1 S 1.45933959208461e-05 4.55156548224217e-06 point-all-0.005 acute
0.005 H3N2 7-M1 Stop 2.96979506125062e-06 1.59685270312542e-06 point-all-0.005 acute
0.005 H3N2 7-M2 NS 9.85861600099262e-06 3.1630208331431e-06 point-all-0.005 acute
0.005 H3N2 7-M2 S 6.83026582114981e-06 2.027661501132e-06 point-all-0.005 acute
0.005 H3N2 7-M2 Stop 0 0 point-all-0.005 acute
0.005 H3N2 8-NEP NS 6.42403716433596e-06 1.06855575176828e-06 point-all-0.005 acute
0.005 H3N2 8-NEP S 1.8447327523903e-05 6.48529213500434e-06 point-all-0.005 acute
0.005 H3N2 8-NEP Stop 3.73227357093124e-06 1.98878814708062e-06 point-all-0.005 acute
0.005 H3N2 8-NS1 NS 8.11299274446361e-06 1.42011731321363e-06 point-all-0.005 acute
0.005 H3N2 8-NS1 S 1.52364021363297e-05 4.09930025110977e-06 point-all-0.005 acute
0.005 H3N2 8-NS1 Stop 1.6370814694199e-06 1.03315846724026e-06 point-all-0.005 acute
0.01 H3N2 1-PB2 NS 5.2915401999048e-06 7.66286533526791e-07 point-all-0.01 acute
0.01 H3N2 1-PB2 S 1.64149348032725e-05 2.60274843137518e-06 point-all-0.01 acute
0.01 H3N2 1-PB2 Stop 2.41140687567989e-07 1.70560536312684e-07 point-all-0.01 acute
0.01 H3N2 2-PB1 NS 4.31754789473142e-06 8.02448397460688e-07 point-all-0.01 acute
0.01 H3N2 2-PB1 S 1.45451261033498e-05 2.74276486534327e-06 point-all-0.01 acute
0.01 H3N2 2-PB1 Stop 0 0 point-all-0.01 acute
0.01 H3N2 3-PA NS 4.93898261443407e-06 6.61473301548156e-07 point-all-0.01 acute
0.01 H3N2 3-PA S 1.57904553836716e-05 2.97652431670528e-06 point-all-0.01 acute
0.01 H3N2 3-PA Stop 2.23574922405152e-06 1.44575080614163e-06 point-all-0.01 acute
0.01 H3N2 4-HA NS 7.09405320265341e-06 9.6445012152289e-07 point-all-0.01 acute
0.01 H3N2 4-HA S 1.37443757185116e-05 2.17304082129663e-06 point-all-0.01 acute
0.01 H3N2 4-HA Stop 1.65438348858594e-06 1.04022814514746e-06 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley NS 6.0107803525199e-06 2.56591004619868e-06 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley S 1.34971074589238e-05 7.86220235754178e-06 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wiley Stop 0 0 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf NS 8.15812886038625e-06 1.86224027714864e-06 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf S 1.48514752049927e-05 4.8862207158321e-06 point-all-0.01 acute
0.01 H3N2 4-HA-antigenic-Wolf Stop 0 0 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley NS 7.15457123897372e-06 1.01291465958053e-06 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley S 1.37581895877623e-05 2.25502590187999e-06 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wiley Stop 1.74680714716616e-06 1.09834144934563e-06 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf NS 6.78066105688278e-06 1.09250840644466e-06 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf S 1.34183121711233e-05 2.39419655581596e-06 point-all-0.01 acute
0.01 H3N2 4-HA-nonantigenic-Wolf Stop 2.14163342015577e-06 1.34659670844429e-06 point-all-0.01 acute
0.01 H3N2 5-NP NS 4.49238440985292e-06 9.16464543425008e-07 point-all-0.01 acute
0.01 H3N2 5-NP S 1.27772244967832e-05 2.20898108309457e-06 point-all-0.01 acute
0.01 H3N2 5-NP Stop 4.50646312231293e-07 3.24771911102417e-07 point-all-0.01 acute
0.01 H3N2 6-NA NS 8.47776914713337e-06 1.67432932432731e-06 point-all-0.01 acute
0.01 H3N2 6-NA S 9.49106817943891e-06 1.86716150836977e-06 point-all-0.01 acute
0.01 H3N2 6-NA Stop 1.13643273037016e-06 7.12242505677228e-07 point-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt NS 3.57946684800953e-06 1.02540953065063e-06 point-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt S 1.16406492699299e-05 3.06562834290436e-06 point-all-0.01 acute
0.01 H3N2 6-NA-nonsurface-Bhatt Stop 1.06559419786912e-06 7.99207713042616e-07 point-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt NS 1.38571547077783e-05 2.86757636361783e-06 point-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt S 7.13036751756039e-06 1.93219974526677e-06 point-all-0.01 acute
0.01 H3N2 6-NA-surface-Bhatt Stop 1.21422861874183e-06 1.21422861874183e-06 point-all-0.01 acute
0.01 H3N2 7-M1 NS 2.99713597506588e-06 8.17084079009931e-07 point-all-0.01 acute
0.01 H3N2 7-M1 S 1.24550554867883e-05 4.49823124321104e-06 point-all-0.01 acute
0.01 H3N2 7-M1 Stop 2.46497116006563e-06 1.55480309960174e-06 point-all-0.01 acute
0.01 H3N2 7-M2 NS 8.78727821781937e-06 3.12415315212455e-06 point-all-0.01 acute
0.01 H3N2 7-M2 S 4.78781759049987e-06 1.97706260004853e-06 point-all-0.01 acute
0.01 H3N2 7-M2 Stop 0 0 point-all-0.01 acute
0.01 H3N2 8-NEP NS 5.00420691082932e-06 1.04326683401176e-06 point-all-0.01 acute
0.01 H3N2 8-NEP S 1.56032719772362e-05 6.45675780581712e-06 point-all-0.01 acute
0.01 H3N2 8-NEP Stop 3.23425939399026e-06 1.9607255369131e-06 point-all-0.01 acute
0.01 H3N2 8-NS1 NS 6.28689558284172e-06 1.37284044578388e-06 point-all-0.01 acute
0.01 H3N2 8-NS1 S 1.26511996991601e-05 4.09120535421267e-06 point-all-0.01 acute
0.01 H3N2 8-NS1 Stop 8.63083867328149e-07 8.63083867328151e-07 point-all-0.01 acute
0.02 H3N2 1-PB2 NS 4.26596987698058e-06 7.42524669839138e-07 point-all-0.02 acute
0.02 H3N2 1-PB2 S 1.45982389066194e-05 2.58507676801666e-06 point-all-0.02 acute
0.02 H3N2 1-PB2 Stop 0 0 point-all-0.02 acute
0.02 H3N2 2-PB1 NS 3.57965107771251e-06 7.86912413461387e-07 point-all-0.02 acute
0.02 H3N2 2-PB1 S 1.25831271931957e-05 2.74584829526551e-06 point-all-0.02 acute
0.02 H3N2 2-PB1 Stop 0 0 point-all-0.02 acute
0.02 H3N2 3-PA NS 3.69689192134236e-06 6.36703161905549e-07 point-all-0.02 acute
0.02 H3N2 3-PA S 1.39141682808383e-05 2.98352614153557e-06 point-all-0.02 acute
0.02 H3N2 3-PA Stop 1.74162368376088e-06 1.41837229525629e-06 point-all-0.02 acute
0.02 H3N2 4-HA NS 5.93077254606368e-06 9.54150426709493e-07 point-all-0.02 acute
0.02 H3N2 4-HA S 1.16005729672487e-05 2.15227874007665e-06 point-all-0.02 acute
0.02 H3N2 4-HA Stop 1.10858809223944e-06 1.10858809223944e-06 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley NS 5.10056231390698e-06 2.52488001187088e-06 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley S 1.18248586643264e-05 7.44965911590163e-06 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wiley Stop 0 0 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf NS 6.8478644251253e-06 1.81307454739888e-06 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf S 1.28705990745401e-05 4.84732517297439e-06 point-all-0.02 acute
0.02 H3N2 4-HA-antigenic-Wolf Stop 0 0 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley NS 5.9771530059607e-06 1.00056304519739e-06 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley S 1.15880430400377e-05 2.24276247896265e-06 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wiley Stop 1.17052038789528e-06 1.17052038789527e-06 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf NS 5.66067014332635e-06 1.08381737664549e-06 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf S 1.12265241822246e-05 2.38535553321336e-06 point-all-0.02 acute
0.02 H3N2 4-HA-nonantigenic-Wolf Stop 1.43509006461133e-06 1.43509006461134e-06 point-all-0.02 acute
0.02 H3N2 5-NP NS 3.54716776264853e-06 9.09480300266315e-07 point-all-0.02 acute
0.02 H3N2 5-NP S 1.00995262102499e-05 2.20328814726394e-06 point-all-0.02 acute
0.02 H3N2 5-NP Stop 0 0 point-all-0.02 acute
0.02 H3N2 6-NA NS 7.39903727539553e-06 1.65433134259018e-06 point-all-0.02 acute
0.02 H3N2 6-NA S 8.01571507032853e-06 1.81977131916464e-06 point-all-0.02 acute
0.02 H3N2 6-NA Stop 9.57537816737331e-07 6.90403060487055e-07 point-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt NS 2.76574579732712e-06 1.00614022574833e-06 point-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt S 1.03436539164294e-05 3.00972658283525e-06 point-all-0.02 acute
0.02 H3N2 6-NA-nonsurface-Bhatt Stop 7.23803102716971e-07 7.23803102716965e-07 point-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt NS 1.24873841664885e-05 2.84137563004431e-06 point-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt S 5.45913937327133e-06 1.87971748917441e-06 point-all-0.02 acute
0.02 H3N2 6-NA-surface-Bhatt Stop 1.21422861874183e-06 1.21422861874183e-06 point-all-0.02 acute
0.02 H3N2 7-M1 NS 2.28597732508692e-06 8.06313541588919e-07 point-all-0.02 acute
0.02 H3N2 7-M1 S 1.13153938887859e-05 4.48862078762722e-06 point-all-0.02 acute
0.02 H3N2 7-M1 Stop 2.08198051424214e-06 1.50900956797392e-06 point-all-0.02 acute
0.02 H3N2 7-M2 NS 7.42462604891996e-06 3.07215106858098e-06 point-all-0.02 acute
0.02 H3N2 7-M2 S 3.15872637295722e-06 1.91726326425151e-06 point-all-0.02 acute
0.02 H3N2 7-M2 Stop 0 0 point-all-0.02 acute
0.02 H3N2 8-NEP NS 3.3866389872664e-06 1.00655248416089e-06 point-all-0.02 acute
0.02 H3N2 8-NEP S 1.37407107862326e-05 6.44298190411005e-06 point-all-0.02 acute
0.02 H3N2 8-NEP Stop 2.65428112449399e-06 1.87626896819247e-06 point-all-0.02 acute
0.02 H3N2 8-NS1 NS 4.7644754445056e-06 1.35036663381655e-06 point-all-0.02 acute
0.02 H3N2 8-NS1 S 1.05431288841494e-05 4.08151273515269e-06 point-all-0.02 acute
0.02 H3N2 8-NS1 Stop 8.63083867328149e-07 8.63083867328151e-07 point-all-0.02 acute
0.005 H3N2 1-PB2 NS 6.35903325419043e-06 2.02755860894368e-06 regress-all-0.005 acute
0.005 H3N2 1-PB2 S 7.97995232490971e-06 7.42973842987722e-06 regress-all-0.005 acute
0.005 H3N2 1-PB2 Stop 1.85899745385269e-06 8.96670888705305e-07 regress-all-0.005 acute
0.005 H3N2 2-PB1 NS 4.27221660882054e-06 1.92028065019487e-06 regress-all-0.005 acute
0.005 H3N2 2-PB1 S 1.51659091939336e-05 7.4390972923954e-06 regress-all-0.005 acute
0.005 H3N2 2-PB1 Stop 6.70787362572357e-07 5.82027589280067e-07 regress-all-0.005 acute
0.005 H3N2 3-PA NS 8.15714323918259e-06 2.28972159602087e-06 regress-all-0.005 acute
0.005 H3N2 3-PA S 4.89372900461067e-06 7.18526830906116e-06 regress-all-0.005 acute
0.005 H3N2 3-PA Stop 2.53493625839598e-06 4.38224491749691e-06 regress-all-0.005 acute
0.005 H3N2 4-HA NS 1.8080981445839e-06 2.70882380266145e-06 regress-all-0.005 acute
0.005 H3N2 4-HA S 1.26749197109113e-05 7.32212531593706e-06 regress-all-0.005 acute
0.005 H3N2 4-HA Stop 6.03117845514809e-06 4.33579763029364e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley NS 2.0871150918332e-06 7.62569490543609e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley S 1.10682309313287e-05 1.64262561246242e-05 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wiley Stop 0 0 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf NS 3.50168557525665e-06 3.60274929285908e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf S 1.42959248419051e-05 1.7226034873752e-05 regress-all-0.005 acute
0.005 H3N2 4-HA-antigenic-Wolf Stop 1.59935798728925e-06 1.25860678890873e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley NS 1.79251060563144e-06 2.84490785713274e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley S 1.27646788606086e-05 7.6957391886778e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wiley Stop 6.36811579901109e-06 4.57802096159495e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf NS 1.30930184650906e-06 3.30212720411259e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf S 1.21975003915089e-05 8.040848992328e-06 regress-all-0.005 acute
0.005 H3N2 4-HA-nonantigenic-Wolf Stop 7.33644064773663e-06 5.55148308390986e-06 regress-all-0.005 acute
0.005 H3N2 5-NP NS 8.39437473338711e-06 3.12561686700397e-06 regress-all-0.005 acute
0.005 H3N2 5-NP S 1.65457235366124e-05 6.49579311484581e-06 regress-all-0.005 acute
0.005 H3N2 5-NP Stop -7.00035173686647e-08 7.99732413688028e-07 regress-all-0.005 acute
0.005 H3N2 6-NA NS 8.28771174433347e-06 4.39180486723662e-06 regress-all-0.005 acute
0.005 H3N2 6-NA S 7.79501058041992e-06 4.89458410714493e-06 regress-all-0.005 acute
0.005 H3N2 6-NA Stop 3.95975015359547e-06 2.97340141519139e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt NS 2.7965262808884e-06 2.72657949638513e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt S 9.18185042989853e-06 7.60281032159641e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-nonsurface-Bhatt Stop 1.38655592379096e-06 2.9861284959012e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt NS 1.43182100657954e-05 7.50032716565176e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt S 6.27196324572465e-06 4.98591266121754e-06 regress-all-0.005 acute
0.005 H3N2 6-NA-surface-Bhatt Stop 6.78566881668438e-06 5.3399482216239e-06 regress-all-0.005 acute
0.005 H3N2 7-M1 NS 9.31258117692041e-06 3.27993917899077e-06 regress-all-0.005 acute
0.005 H3N2 7-M1 S 1.91144813306276e-06 1.06897383712086e-05 regress-all-0.005 acute
0.005 H3N2 7-M1 Stop 6.53846058891054e-06 5.51015998884141e-06 regress-all-0.005 acute
0.005 H3N2 7-M2 NS 1.65135486333316e-05 1.05643652121496e-05 regress-all-0.005 acute
0.005 H3N2 7-M2 S 4.65655155934339e-06 5.53537905172082e-06 regress-all-0.005 acute
0.005 H3N2 7-M2 Stop 0 0 regress-all-0.005 acute
